id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,ping
49,17.039,76.367,23.742,45.556,,,,,,,,,,,,,0.602
50,72.516,28.072,45.389,64.738,,,,,,,,,,,,,0.59
51,64.396,14.9,15.261,27.655,,,,,,,,,,,,,0.733
52,41.048,27.585,77.859,10.006,,,,,,,,,,,,,0.61
53,67.068,44.524,14.077,73.834,,,,,,,,,,,,,0.581
54,66.471,42.164,75.889,44.212,,,,,,,,,,,,,0.762
55,43.583,57.318,27.298,15.49,,,,,,,,,,,,,0.968
56,60.335,59.294,38.594,50.956,,,,,,,,,,,,,0.673
57,22.561,55.404,37.281,81.204,,,,,,,,,,,,,0.632
58,71.103,56.47,64.492,4.927,,,,,,,,,,,,,0.603
59,17.163,87.093,16.87,54.245,,,,,,,,,,,,,0.627
60,27.572,27.867,9.819,80.598,,,,,,,,,,,,,0.603
61,48.228,14.24,30.006,47.669,,,,,,,,,,,,,0.6
62,42.372,5.85,45.473,21.83,,,,,,,,,,,,,0.645
63,19.361,78.405,83.973,64.436,,,,,,,,,,,,,0.597
64,66.262,4.517,72.451,71.699,,,,,,,,,,,,,0.626
65,13.198,63.355,64.668,43.104,,,,,,,,,,,,,0.612
66,80.698,46.849,50.412,8.355,,,,,,,,,,,,,0.76
67,11.918,4.254,30.617,8.968,,,,,,,,,,,,,0.64
68,78.377,35.609,44.021,75.47,,,,,,,,,,,,,0.627
69,9.377,38.947,11.135,22.179,,,,,,,,,,,,,0.643
70,56.89,23.957,19.619,7.551,,,,,,,,,,,,,0.593
71,56.676,35.631,24.638,4.703,,,,,,,,,,,,,0.579
72,28.38,59.659,72.654,37.694,,,,,,,,,,,,,0.567
73,31.51,81.24,2.423,89.882,,,,,,,,,,,,,0.581
74,6.429,86.597,46.581,49.496,,,,,,,,,,,,,0.845
75,23.789,34.218,49.353,57.46,,,,,,,,,,,,,0.691
76,62.784,61.733,69.713,45.099,,,,,,,,,,,,,0.626
77,75.581,64.577,19.503,38.078,,,,,,,,,,,,,0.664
78,61.615,29.317,55.619,35.598,,,,,,,,,,,,,0.623
79,72.157,13.843,7.519,55.352,,,,,,,,,,,,,0.586
80,73.329,32.766,43.994,5.423,,,,,,,,,,,,,0.586
81,25.303,49.734,88.069,66.676,,,,,,,,,,,,,0.957
82,55.813,35.632,78.017,12.517,,,,,,,,,,,,,0.74
83,17.596,81.284,2.631,17.04,,,,,,,,,,,,,0.698
84,29.455,44.189,30.915,86.406,,,,,,,,,,,,,0.651
85,44.635,86.339,88.653,25.848,,,,,,,,,,,,,0.617
86,83.908,86.07,89.028,64.373,,,,,,,,,,,,,0.651
87,62.701,10.554,37.934,60.625,,,,,,,,,,,,,0.63
88,14.612,24.948,16.302,64.06,,,,,,,,,,,,,0.592
89,70.747,73.021,59.61,14.148,,,,,,,,,,,,,0.74
90,60.652,28.263,61.149,16.978,,,,,,,,,,,,,0.938
91,64.466,7.436,75.869,42.064,,,,,,,,,,,,,0.686
92,35.439,29.892,53.596,61.707,,,,,,,,,,,,,0.596
93,67.689,17.386,43.041,29.676,,,,,,,,,,,,,0.575
94,79.112,64.775,67.84,82.152,,,,,,,,,,,,,0.58
95,73.374,68.5,28.343,18.688,,,,,,,,,,,,,0.84
96,84.112,15.083,62.21,7.284,,,,,,,,,,,,,1.018
97,43.047,34.914,82.633,25.742,,,,,,,,,,,,,0.731
98,80.175,57.68,62.658,61.717,,,,,,,,,,,,,0.629
99,30.508,28.395,58.896,23.919,,,,,,,,,,,,,0.598
100,13.148,73.055,8.799,17.891,,,,,,,,,,,,,0.679
101,29.971,60.912,33.12,60.65,,,,,,,,,,,,,0.641
102,3.818,82.479,35.284,59.013,,,,,,,,,,,,,0.637
103,19.434,31.503,47.208,82.429,,,,,,,,,,,,,0.598
104,75.358,12.284,80.638,9.33,,,,,,,,,,,,,0.602
105,34.055,16.086,59.121,35.8,,,,,,,,,,,,,0.59
106,48.723,65.53,70.693,1.788,,,,,,,,,,,,,0.926
107,69.313,41.6,54.47,49.44,,,,,,,,,,,,,0.814
108,58.132,84.655,17.896,42.127,,,,,,,,,,,,,0.646
109,84.588,32.475,43.408,61.157,,,,,,,,,,,,,0.578
110,63.589,69.304,51.605,86.402,,,,,,,,,,,,,0.594
111,44.636,69.955,61.538,30.329,,,,,,,,,,,,,0.572
112,47.032,35.728,45.154,70.472,,,,,,,,,,,,,0.567
113,15.856,20.713,65.915,50.054,,,,,,,,,,,,,0.543
114,19.521,55.556,51.996,23.228,,,,,,,,,,,,,0.586
115,54.961,54.806,67.759,74.768,,,,,,,,,,,,,0.672
116,86.385,50.793,33.015,66.307,,,,,,,,,,,,,1.467
117,29.929,42.158,76.802,16.076,,,,,,,,,,,,,0.758
118,32.282,40.336,74.341,47.652,,,,,,,,,,,,,0.66
119,73.104,37.568,60.292,8.276,,,,,,,,,,,,,0.626
120,3.26,87.15,13.826,25.821,,,,,,,,,,,,,0.629
121,75.787,38.057,88.736,61.573,,,,,,,,,,,,,0.596
122,83.888,59.08,58.172,42.392,,,,,,,,,,,,,0.59
123,49.059,83.01,66.848,50.34,,,,,,,,,,,,,0.593
124,25.482,86.425,53.17,33.621,,,,,,,,,,,,,0.697
125,7.858,35.987,40.315,42.402,,,,,,,,,,,,,0.632
126,28.094,50.707,30.093,5.341,,,,,,,,,,,,,0.594
127,59.212,86.134,41.255,55.863,,,,,,,,,,,,,0.582
128,5.639,69.051,49.242,32.534,,,,,,,,,,,,,0.57
129,27.296,64.734,84.577,52.271,,,,,,,,,,,,,0.983
130,46.729,16.886,22.615,59.011,,,,,,,,,,,,,0.681
131,88.308,82.138,52.93,59.9,,,,,,,,,,,,,0.745
132,89.611,42.201,37.895,88.278,,,,,,,,,,,,,0.654
133,27.7,35.633,85.073,64.696,,,,,,,,,,,,,0.708
134,49.014,19.409,9.235,89.803,,,,,,,,,,,,,0.614
135,20.813,81.678,20.469,6.614,,,,,,,,,,,,,0.584
136,28.224,33.665,82.05,15.933,,,,,,,,,,,,,0.563
137,32.489,81.959,26.725,82.132,,,,,,,,,,,,,1.006
138,65.518,84.408,49.129,9.783,,,,,,,,,,,,,1.375
139,17.735,81.007,53.718,63.952,,,,,,,,,,,,,1.044
140,87.362,65.502,55.916,27.748,,,,,,,,,,,,,0.731
141,59.743,23.711,32.753,84.362,,,,,,,,,,,,,0.662
142,59.635,82.625,32.878,46.08,,,,,,,,,,,,,0.673
143,83.681,63.353,80.864,66.16,,,,,,,,,,,,,0.655
144,30.139,67.518,56.334,29.016,,,,,,,,,,,,,0.794
145,3.511,11.519,40.395,84.582,,,,,,,,,,,,,0.847
146,48.559,12.871,52.662,86.152,,,,,,,,,,,,,0.828
147,44.514,36.878,74.174,76.587,,,,,,,,,,,,,0.714
148,28.111,42.005,10.232,43.063,,,,,,,,,,,,,0.705
149,66.562,78.232,1.526,64.565,,,,,,,,,,,,,0.618
150,37.417,25.528,35.939,40.755,,,,,,,,,,,,,0.577
151,40.523,7.65,15.023,44.572,,,,,,,,,,,,,0.596
152,61.479,51.578,14.553,65.837,,,,,,,,,,,,,0.635
153,75.984,71.476,40.161,69.506,,,,,,,,,,,,,0.651
154,28.805,86.81,43.401,21.859,,,,,,,,,,,,,0.804
155,64.607,72.957,20.777,51.783,,,,,,,,,,,,,0.765
156,69.707,78.891,68.982,14.754,,,,,,,,,,,,,0.701
157,78.539,17.279,62.01,35.36,,,,,,,,,,,,,0.648
158,38.574,10.117,22.089,5.29,,,,,,,,,,,,,0.718
159,68.589,13.13,12.319,31.692,,,,,,,,,,,,,0.82
160,12.578,27.232,83.82,58.201,,,,,,,,,,,,,1.072
161,78,51.309,16.724,71.025,,,,,,,,,,,,,1.018
162,74.922,13.401,86.147,32.013,,,,,,,,,,,,,0.827
163,38.905,72.656,63.838,58.896,,,,,,,,,,,,,0.768
164,62.643,87.194,40.036,46.08,,,,,,,,,,,,,0.727
165,85.172,17.532,21.886,9.492,,,,,,,,,,,,,0.707
166,59.295,11.369,25.566,31.741,,,,,,,,,,,,,0.713
167,56.857,8.312,36.548,84.414,,,,,,,,,,,,,0.745
168,31.795,87.735,51.561,71.513,,,,,,,,,,,,,0.701
169,21.342,27.816,74.927,66.152,,,,,,,,,,,,,0.643
170,72.898,26.948,42.633,38.611,,,,,,,,,,,,,0.635
171,81.535,3.751,39.62,24.875,,,,,,,,,,,,,0.662
172,10.522,44.254,39.308,57.229,,,,,,,,,,,,,0.683
173,86.185,49.794,19.712,83.814,,,,,,,,,,,,,0.639
174,60.226,48.691,50.315,36.951,,,,,,,,,,,,,0.61
175,42.56,30.05,23.572,13.006,,,,,,,,,,,,,0.597
176,14.697,6.855,31.541,64.073,,,,,,,,,,,,,0.768
177,82.486,33.542,38.76,4.297,,,,,,,,,,,,,1.166
178,33.488,40.292,7.418,50.29,,,,,,,,,,,,,0.71
179,11.282,79.216,72.935,79.84,,,,,,,,,,,,,0.672
180,19.714,23.968,82.21,84.519,,,,,,,,,,,,,0.631
181,7.762,29.372,49.582,6.682,,,,,,,,,,,,,0.607
182,26.408,52.243,61.671,47.654,,,,,,,,,,,,,1.014
183,71.394,2.14,88.066,26.725,,,,,,,,,,,,,0.767
184,13.916,33.145,37.225,80.351,,,,,,,,,,,,,0.686
185,74.229,10.092,62.1,65.463,,,,,,,,,,,,,0.614
186,80.173,34.442,2.165,29.429,,,,,,,,,,,,,0.653
187,18.799,13.751,38.136,45.595,,,,,,,,,,,,,0.626
188,46.423,18.465,19.464,69.031,,,,,,,,,,,,,0.6
189,40.26,49.714,69.06,9.018,,,,,,,,,,,,,0.576
190,60.07,60.405,31.553,39.433,,,,,,,,,,,,,0.628
191,27,70.392,46.365,43.559,,,,,,,,,,,,,0.6
192,47.494,67.022,14.621,12.349,,,,,,,,,,,,,0.623
193,35.73,22.55,86.897,37.13,,,,,,,,,,,,,0.824
194,65.434,62.765,23.334,60.171,,,,,,,,,,,,,0.688
195,78.696,83.696,30.96,74.178,,,,,,,,,,,,,0.603
196,55.466,11.475,36.479,28.355,,,,,,,,,,,,,0.598
197,38.402,85.728,2.317,74.808,,,,,,,,,,,,,0.585
198,67.237,64.425,37.502,24.768,,,,,,,,,,,,,0.574
199,24.479,87.798,51.699,10.752,,,,,,,,,,,,,1.617
200,63.115,40.704,11.496,46.829,,,,,,,,,,,,,1.106
201,9.872,6.955,12.232,45.357,,,,,,,,,,,,,0.668
202,82.339,58.278,82.422,12.816,,,,,,,,,,,,,0.582
203,44.941,26.272,85.52,52.021,,,,,,,,,,,,,7.323
204,40.433,8.706,24.515,58.449,,,,,,,,,,,,,1.589
205,25.499,68.177,73.9,75.688,,,,,,,,,,,,,0.876
206,69.028,48.103,84.638,57.594,,,,,,,,,,,,,0.662
207,31.313,32.102,58.497,39.927,,,,,,,,,,,,,1.402
208,18.347,34.093,24.909,23.909,,,,,,,,,,,,,0.636
209,44.391,11.924,81.52,78.923,,,,,,,,,,,,,0.996
210,24.312,10.28,69.976,39.94,,,,,,,,,,,,,0.877
211,38.333,39.648,87.707,34.269,,,,,,,,,,,,,1.193
212,29.052,29.564,17.33,85.379,,,,,,,,,,,,,0.67
213,27.76,61.134,47.114,18.322,,,,,,,,,,,,,0.675
214,19.049,17.759,82.967,33.843,,,,,,,,,,,,,0.708
215,3.417,51.7,44.012,9.069,,,,,,,,,,,,,0.777
216,34.366,76.92,88.512,43.822,,,,,,,,,,,,,0.66
217,2.674,61.349,10.056,22.261,,,,,,,,,,,,,0.979
218,86.879,5.672,18.035,68.097,,,,,,,,,,,,,0.712
219,25.231,8.227,33.69,2.451,,,,,,,,,,,,,0.613
220,62.571,49.536,37.067,17.551,,,,,,,,,,,,,0.567
221,46.876,82.19,67.3,10.734,,,,,,,,,,,,,0.917
222,4.4,85.229,2.612,70.453,,,,,,,,,,,,,0.646
223,86.896,66.777,89.292,72.841,,,,,,,,,,,,,1.307
224,49.014,68.774,22.035,75.589,,,,,,,,,,,,,0.826
225,70.75,38.241,30.691,35.765,,,,,,,,,,,,,4.477
226,62.217,41.567,21.046,87.758,,,,,,,,,,,,,1.364
227,70.202,28.53,82.381,56.041,,,,,,,,,,,,,0.734
228,85.915,13.661,20.089,37.741,,,,,,,,,,,,,0.63
229,74.663,67.837,47.544,66.811,,,,,,,,,,,,,5.232
230,32.641,8.289,81.536,27.124,,,,,,,,,,,,,1.319
231,62.035,55.485,55.479,53.756,,,,,,,,,,,,,0.842
232,22.453,36.623,10.723,86.352,,,,,,,,,,,,,0.812
233,46.956,35.281,51.381,77.556,,,,,,,,,,,,,0.676
234,74.105,76.552,16.512,12.226,,,,,,,,,,,,,0.744
235,73.167,43.927,15.371,40.78,,,,,,,,,,,,,0.687
236,83.456,86.519,61.809,51.135,,,,,,,,,,,,,0.684
237,14.926,9.232,74.668,80.708,,,,,,,,,,,,,0.602
238,58.605,46.222,55.586,29.287,,,,,,,,,,,,,0.66
239,33.39,80.954,25.55,40.567,,,,,,,,,,,,,0.641
240,35.072,55.109,40.037,81.212,,,,,,,,,,,,,1.616
241,78.939,46.191,87.604,67.098,,,,,,,,,,,,,0.869
242,83.576,52.901,30.431,18.687,,,,,,,,,,,,,0.709
243,89.067,47.552,49.407,52.05,,,,,,,,,,,,,2.933
244,82.47,51.603,58.035,79.074,,,,,,,,,,,,,1.417
245,64.236,40.034,8.023,39.739,,,,,,,,,,,,,0.702
246,18.423,46.357,77.62,34.353,,,,,,,,,,,,,0.67
247,34.13,60.041,31.568,71.703,,,,,,,,,,,,,1.743
248,3.477,66.886,79.882,33.638,,,,,,,,,,,,,0.789
249,46.451,24.672,26.743,2.8,,,,,,,,,,,,,0.835
250,14.577,63.322,87.736,75.31,,,,,,,,,,,,,0.89
251,22.897,26.766,85.922,62.385,,,,,,,,,,,,,1.846
252,54.121,71.98,15.411,8.824,,,,,,,,,,,,,0.781
253,76.258,75.485,19.674,31.502,,,,,,,,,,,,,0.612
254,32.864,39.257,30.349,21.117,,,,,,,,,,,,,0.607
255,43.47,59.743,14.116,67.138,,,,,,,,,,,,,3.913
256,5.065,50.816,27.697,85.649,,,,,,,,,,,,,1.79
257,3.114,74.265,57.282,31.539,,,,,,,,,,,,,1.332
258,8.838,87.186,6.452,3.597,,,,,,,,,,,,,1.514
259,11.523,49.39,47.13,23.082,,,,,,,,,,,,,1.076
260,73.011,40.372,29.542,70.922,,,,,,,,,,,,,0.804
261,32.459,54.983,68.649,20.209,,,,,,,,,,,,,0.853
262,69.864,30.651,70.473,80.917,,,,,,,,,,,,,0.863
263,19.784,19.474,73.866,26.486,,,,,,,,,,,,,3.645
264,13.032,43.401,2.015,84.53,,,,,,,,,,,,,1.56
265,3.339,25.492,23.118,56.073,,,,,,,,,,,,,1.568
266,50.984,84.724,59.269,2.069,,,,,,,,,,,,,1.362
267,85.459,35.554,49.186,62.155,,,,,,,,,,,,,1.005
268,6.894,78.936,44.74,62.537,,,,,,,,,,,,,0.664
269,24.558,74.92,47.415,14.046,,,,,,,,,,,,,1.382
270,5.74,9.719,6.082,24.96,,,,,,,,,,,,,1.343
271,59.668,82.346,46.605,6.327,,,,,,,,,,,,,1.804
272,43.539,79.708,31.112,42.329,,,,,,,,,,,,,1.381
273,28.123,72.787,15.507,72.413,,,,,,,,,,,,,0.966
274,8.852,36.486,4.312,51.624,,,,,,,,,,,,,0.878
275,15.858,48.382,73.773,68.732,,,,,,,,,,,,,3.366
276,13.275,19.987,49.73,12.265,,,,,,,,,,,,,1.74
277,77.097,43.606,40.192,44.382,,,,,,,,,,,,,1.054
278,14.773,39.824,47.019,75.335,,,,,,,,,,,,,2.898
279,18.455,1.923,44.141,76.661,,,,,,,,,,,,,1.208
280,63.194,64.383,26.779,61.601,,,,,,,,,,,,,1.011
281,29.366,67.704,7.414,62.047,,,,,,,,,,,,,0.768
282,2.992,17.494,76.787,5.499,,,,,,,,,,,,,0.669
283,20.832,73.107,63.923,75.884,,,,,,,,,,,,,0.636
284,13.364,49.303,19.769,23.946,,,,,,,,,,,,,0.615
285,77.843,14.047,86.631,42.646,,,,,,,,,,,,,0.647
286,86.272,78.097,13.595,41.662,,,,,,,,,,,,,1.394
287,18.408,54.674,52.317,76.39,,,,,,,,,,,,,2.017
288,41.664,3.708,65.531,55.39,,,,,,,,,,,,,0.849
289,2.998,9.24,75.856,25.059,,,,,,,,,,,,,0.799
290,39.009,85.598,70.322,82.99,,,,,,,,,,,,,0.655
291,2.631,72.009,84.893,72.045,,,,,,,,,,,,,0.682
292,38.139,79.912,33.804,10.45,,,,,,,,,,,,,0.759
293,25.303,46.072,55.399,6.67,,,,,,,,,,,,,0.794
294,26.297,55.723,66.959,89.561,,,,,,,,,,,,,0.718
295,64.469,57.318,87.892,86.529,,,,,,,,,,,,,0.798
296,56.33,15.722,49.794,5.973,,,,,,,,,,,,,0.756
297,85.763,87.711,72.97,81.953,,,,,,,,,,,,,0.714
298,89.204,40.838,41.67,52.413,,,,,,,,,,,,,0.671
299,11.065,67.801,79.98,21.998,,,,,,,,,,,,,4.873
300,23.722,54.337,60.239,40.106,,,,,,,,,,,,,1.668
301,3.779,62.137,42.68,83.17,,,,,,,,,,,,,1.358
302,38.461,7.927,55.589,14.081,,,,,,,,,,,,,2.243
303,27.014,29.718,76.991,53.995,,,,,,,,,,,,,1.219
304,80.767,79.185,34.061,26.718,,,,,,,,,,,,,1.295
305,58.103,81.397,58.224,47.348,,,,,,,,,,,,,0.874
306,70.829,21.854,63.335,45.99,,,,,,,,,,,,,0.986
307,24.688,72.041,55.858,5.092,,,,,,,,,,,,,0.654
308,32.724,64.64,13.948,56.972,,,,,,,,,,,,,0.965
309,26.368,87.769,57.145,19.033,,,,,,,,,,,,,1.187
310,21.223,65.623,24.621,13.286,,,,,,,,,,,,,1.398
311,68.809,48.037,67.161,6.519,,,,,,,,,,,,,1.014
312,66.446,78.297,50.027,31.273,,,,,,,,,,,,,2.322
313,41.133,44.742,59.614,50.638,,,,,,,,,,,,,1.373
314,57.641,71.03,39.884,72.127,,,,,,,,,,,,,2.907
315,35.985,42.681,58.864,73.071,,,,,,,,,,,,,1.713
316,46.602,79.473,66.312,79.868,,,,,,,,,,,,,1.049
317,39.626,28.975,1.776,27.19,,,,,,,,,,,,,1.081
318,35.013,23.543,69.966,24.653,,,,,,,,,,,,,1.426
319,41.288,21.954,77.681,54.09,,,,,,,,,,,,,1.04
320,41.803,4.514,79.637,19.907,,,,,,,,,,,,,1.247
321,84.816,76.703,73.881,9.201,,,,,,,,,,,,,1.538
322,13.022,16.418,33.708,51.638,,,,,,,,,,,,,0.863
323,48.996,37.729,46.64,29.059,,,,,,,,,,,,,0.734
324,66.794,38.801,10.12,8.845,,,,,,,,,,,,,1.002
325,6.633,40.145,88.94,79.534,,,,,,,,,,,,,0.67
326,83,21.041,88.827,20.562,,,,,,,,,,,,,0.614
327,77.641,37.043,19.25,83.145,,,,,,,,,,,,,0.654
328,41.466,81.676,83.582,58.933,,,,,,,,,,,,,1.506
329,79.953,79.916,89.654,26.761,,,,,,,,,,,,,1.003
330,22.814,51.504,14.553,79.244,,,,,,,,,,,,,0.69
331,12.088,61.24,39.658,33.534,,,,,,,,,,,,,2.022
332,39.1,60.498,16.037,56.836,,,,,,,,,,,,,1.19
333,21.67,7.09,80.614,54.287,,,,,,,,,,,,,1.289
334,71.412,75.826,13.875,55.771,,,,,,,,,,,,,0.681
335,1.688,19.568,47.645,61.59,,,,,,,,,,,,,0.74
336,2.71,33.512,29.997,6.395,,,,,,,,,,,,,0.693
337,73.896,7.944,59.019,77.283,,,,,,,,,,,,,1.597
338,87.856,16.588,74.98,84.967,,,,,,,,,,,,,1.572
339,48.339,88.911,12.897,69.147,,,,,,,,,,,,,0.734
340,24.265,29.412,78.487,22.748,,,,,,,,,,,,,0.67
341,5.831,40.488,24.113,24.148,,,,,,,,,,,,,0.782
342,67.069,14.473,84.263,51.899,,,,,,,,,,,,,2.848
343,43.472,52.609,59.941,5.065,,,,,,,,,,,,,1.45
344,4.105,54.702,40.863,57.124,,,,,,,,,,,,,0.687
345,80.755,27.332,29.8,67.529,,,,,,,,,,,,,0.612
346,84.495,80.83,33.469,36.905,,,,,,,,,,,,,0.995
347,24.38,24.98,22.752,8.24,,,,,,,,,,,,,0.855
348,50.038,85.564,41.029,39.002,,,,,,,,,,,,,0.7
349,58.363,51.439,42.936,45.574,,,,,,,,,,,,,0.591
350,21.277,56.218,80.684,39.936,,,,,,,,,,,,,0.571
351,52.649,15.83,68.379,77.181,,,,,,,,,,,,,0.582
352,47.027,61.105,37.165,59.798,,,,,,,,,,,,,0.992
353,61.864,45.138,73.34,25.024,,,,,,,,,,,,,0.787
354,70.019,63.861,79.86,63.369,,,,,,,,,,,,,1.028
355,70.613,52.007,48.012,41.957,,,,,,,,,,,,,0.839
356,36.506,62.033,81.696,71.816,,,,,,,,,,,,,0.73
357,51.918,48.434,41.799,27.337,,,,,,,,,,,,,3.929
358,59.846,19.488,34.528,26.643,,,,,,,,,,,,,1.103
359,53.668,82.984,55.552,43.763,,,,,,,,,,,,,0.721
360,59.173,74.209,57.533,3.591,,,,,,,,,,,,,1.852
361,52.963,87.061,52.668,30.592,,,,,,,,,,,,,1.004
362,68.223,78.396,62.993,38.119,,,,,,,,,,,,,0.837
363,12.748,30.426,77.267,12.847,,,,,,,,,,,,,0.855
364,71.348,42.605,30.774,35.442,,,,,,,,,,,,,1.363
365,7.153,68.332,6.625,8.197,,,,,,,,,,,,,0.606
366,88.941,89.191,5.177,29.446,,,,,,,,,,,,,0.571
367,64.594,37.622,40.129,3.79,,,,,,,,,,,,,3.326
368,22.403,42.634,48.823,29.732,,,,,,,,,,,,,1.066
369,63.059,52.341,70.165,21.899,,,,,,,,,,,,,0.633
370,5.169,27.385,66.61,79.784,,,,,,,,,,,,,4.664
371,71.329,51.666,61.39,69.563,,,,,,,,,,,,,1.385
372,36.622,21.248,6.679,58.903,,,,,,,,,,,,,0.862
373,55.552,41.37,20.538,73.516,,,,,,,,,,,,,0.701
374,79.26,23.875,55.603,36.782,,,,,,,,,,,,,1.53
375,89.955,45.081,47.693,46.493,,,,,,,,,,,,,1.007
376,73.097,16.738,73.381,64.125,,,,,,,,,,,,,0.717
377,50.374,8.67,32.89,80.02,,,,,,,,,,,,,0.652
378,81.55,83.809,58.506,73.851,,,,,,,,,,,,,0.658
379,53.377,36.495,14.684,29.74,,,,,,,,,,,,,1.873
380,25.018,50.519,59.856,74.673,,,,,,,,,,,,,1.357
381,21.651,19.516,15.916,48.508,,,,,,,,,,,,,0.883
382,13.246,27.384,82.929,53.586,,,,,,,,,,,,,0.672
383,44.162,39.488,15.648,78.072,,,,,,,,,,,,,1.508
384,83.577,77.711,59.867,27.915,,,,,,,,,,,,,0.87
385,85.563,19.73,23.44,6.441,,,,,,,,,,,,,0.749
386,70.292,42.654,15.297,36.768,,,,,,,,,,,,,2.717
387,73.628,45.836,69.818,77.381,,,,,,,,,,,,,1.013
388,49.587,57.618,31.925,54.758,,,,,,,,,,,,,1.204
389,89.438,23.623,10.022,84.777,,,,,,,,,,,,,1.018
390,80.808,29.689,37.017,6.337,,,,,,,,,,,,,1.259
391,55.915,47.467,21.308,20.437,,,,,,,,,,,,,0.7
392,66.404,45.712,34.988,85.149,,,,,,,,,,,,,0.67
393,48.671,85.105,83.752,24.91,,,,,,,,,,,,,0.772
394,11.474,6.268,35.436,76.074,,,,,,,,,,,,,3.348
395,51.345,24.549,38.937,44.613,,,,,,,,,,,,,1.152
396,83.243,53.651,55.786,39.242,,,,,,,,,,,,,0.916
397,28.884,78.989,52.036,81.739,,,,,,,,,,,,,0.701
398,37.998,43.204,5.939,39.175,,,,,,,,,,,,,0.793
399,21.538,39.994,57.929,18.106,,,,,,,,,,,,,4.229
400,5.634,38.967,64.537,70.3,,,,,,,,,,,,,1.885
401,4.839,55.955,28.169,29.387,,,,,,,,,,,,,0.87
402,58.936,50.691,47.576,57.785,,,,,,,,,,,,,0.617
403,76.029,15.686,63.43,77.373,,,,,,,,,,,,,0.617
404,28.691,37.336,40.917,30.377,,,,,,,,,,,,,0.596
405,12.884,31.8,27.111,72.921,,,,,,,,,,,,,0.607
406,40.565,6.073,19.683,53.211,,,,,,,,,,,,,0.669
407,43.648,72.12,45.191,64.575,,,,,,,,,,,,,1.014
