id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,ping
39.0,88.477,45.653,50.299,28.835,,,,,,,,,,,,,4.568
40.0,19.752,7.585,43.255,32.133,,,,,,,,,,,,,10.191
41.0,3.886,83.673,14.911,58.79,,,,,,,,,,,,,10.224
42.0,36.232,6.029,34.723,89.68,,,,,,,,,,,,,10.628
43.0,32.805,66.465,13.751,59.795,,,,,,,,,,,,,9.961
44.0,89.994,30.586,9.067,26.669,,,,,,,,,,,,,10.344
45.0,50.018,80.067,7.338,5.919,,,,,,,,,,,,,10.13
46.0,44.258,9.003,68.03,36.857,,,,,,,,,,,,,10.411
47.0,38.695,37.538,3.393,17.567,,,,,,,,,,,,,10.106
48.0,81.377,47.703,62.91,65.689,,,,,,,,,,,,,10.136
49.0,22.069,83.674,64.586,49.628,,,,,,,,,,,,,11.078
50.0,48.909,69.6,73.602,66.308,,,,,,,,,,,,,9.441
51.0,59.111,15.128,29.802,67.891,,,,,,,,,,,,,10.275
52.0,87.337,50.95,74.214,44.805,,,,,,,,,,,,,10.279
53.0,28.001,4.235,28.88,45.814,,,,,,,,,,,,,10.856
54.0,73.022,47.363,43.946,71.52,,,,,,,,,,,,,9.566
55.0,7.798,54.894,44.049,33.503,,,,,,,,,,,,,10.322
56.0,25.035,64.536,33.658,62.315,,,,,,,,,,,,,12.473
57.0,39.291,60.874,52.69,37.284,,,,,,,,,,,,,7.86
58.0,10.349,86.256,38.221,28.82,,,,,,,,,,,,,10.387
59.0,89.634,15.927,77.939,1.531,,,,,,,,,,,,,10.17
60.0,39.316,45.0,89.758,66.188,,,,,,,,,,,,,10.204
61.0,16.956,61.623,51.554,22.148,,,,,,,,,,,,,11.005
62.0,34.896,57.628,9.717,64.5,,,,,,,,,,,,,9.714
63.0,38.494,78.879,71.161,24.114,,,,,,,,,,,,,12.326
64.0,46.164,4.212,85.582,70.687,,,,,,,,,,,,,7.846
65.0,19.45,33.858,72.23,60.964,,,,,,,,,,,,,34.913
66.0,27.147,79.985,43.805,39.355,,,,,,,,,,,,,4.271
67.0,74.653,74.953,66.441,71.677,,,,,,,,,,,,,1.067
68.0,81.111,52.158,61.43,56.182,,,,,,,,,,,,,1.799
69.0,88.294,10.91,87.554,52.189,,,,,,,,,,,,,10.561
70.0,27.339,85.126,31.548,55.505,,,,,,,,,,,,,11.435
71.0,55.625,58.591,17.086,83.152,,,,,,,,,,,,,9.199
72.0,28.982,52.951,29.056,75.796,,,,,,,,,,,,,10.609
73.0,55.148,16.375,75.146,17.469,,,,,,,,,,,,,10.663
74.0,73.765,49.322,7.147,15.724,,,,,,,,,,,,,10.57
75.0,76.368,53.801,75.418,83.388,,,,,,,,,,,,,9.968
76.0,79.264,5.353,83.505,73.147,,,,,,,,,,,,,10.689
77.0,25.716,20.161,81.598,61.122,,,,,,,,,,,,,11.512
78.0,5.171,44.76,49.856,54.426,,,,,,,,,,,,,9.298
79.0,37.482,60.751,48.031,69.802,,,,,,,,,,,,,15.109
80.0,34.103,49.331,15.29,87.655,,,,,,,,,,,,,6.371
81.0,9.006,48.892,41.553,34.07,,,,,,,,,,,,,9.986
82.0,41.581,16.523,13.729,77.436,,,,,,,,,,,,,10.54
83.0,66.639,48.267,78.149,2.961,,,,,,,,,,,,,10.808
84.0,65.231,57.151,25.343,47.401,,,,,,,,,,,,,33.61
85.0,40.295,58.576,77.714,38.494,,,,,,,,,,,,,4.364
86.0,40.938,82.365,54.333,70.316,,,,,,,,,,,,,1.031
87.0,58.577,56.16,48.614,30.132,,,,,,,,,,,,,2.675
88.0,78.308,11.802,19.038,38.488,,,,,,,,,,,,,9.703
89.0,60.381,1.535,89.945,74.813,,,,,,,,,,,,,10.425
90.0,3.972,30.673,74.835,11.177,,,,,,,,,,,,,10.765
91.0,18.272,78.796,4.854,21.432,,,,,,,,,,,,,14.275
92.0,81.452,21.771,84.155,35.935,,,,,,,,,,,,,6.369
93.0,21.396,36.98,70.457,69.453,,,,,,,,,,,,,10.65
94.0,48.642,45.034,58.895,89.929,,,,,,,,,,,,,10.489
95.0,73.28,70.456,63.442,30.626,,,,,,,,,,,,,10.506
96.0,47.015,68.957,12.949,70.073,,,,,,,,,,,,,10.492
97.0,85.673,73.421,44.765,63.172,,,,,,,,,,,,,10.421
98.0,52.374,63.844,10.398,34.39,,,,,,,,,,,,,10.609
99.0,89.013,20.159,77.156,18.66,,,,,,,,,,,,,21.775
100.0,12.161,39.446,38.988,85.656,,,,,,,,,,,,,5.119
101.0,28.848,10.703,11.147,50.711,,,,,,,,,,,,,4.492
102.0,57.484,62.184,35.338,27.674,,,,,,,,,,,,,10.68
103.0,83.37,2.294,64.475,4.802,,,,,,,,,,,,,10.383
104.0,36.188,72.594,44.521,55.641,,,,,,,,,,,,,10.731
105.0,43.42,74.042,51.516,6.831,,,,,,,,,,,,,10.528
106.0,61.831,77.259,10.069,29.5,,,,,,,,,,,,,10.476
107.0,72.144,54.043,55.802,86.977,,,,,,,,,,,,,10.173
108.0,74.484,22.618,14.903,17.679,,,,,,,,,,,,,10.56
109.0,79.93,54.878,83.8,21.598,,,,,,,,,,,,,13.326
110.0,5.777,30.32,21.802,18.602,,,,,,,,,,,,,7.672
111.0,10.717,47.783,18.51,26.126,,,,,,,,,,,,,10.542
112.0,2.658,74.011,16.061,8.757,,,,,,,,,,,,,10.135
113.0,12.367,10.091,30.618,21.633,,,,,,,,,,,,,10.823
114.0,11.141,31.945,55.532,74.919,,,,,,,,,,,,,10.541
115.0,13.437,74.35,40.885,7.716,,,,,,,,,,,,,11.278
116.0,87.394,33.498,76.202,67.074,,,,,,,,,,,,,9.602
117.0,17.704,84.663,48.535,86.869,,,,,,,,,,,,,12.446
118.0,23.251,8.78,58.806,9.094,,,,,,,,,,,,,10.263
119.0,77.195,73.863,25.298,34.255,,,,,,,,,,,,,15.418
120.0,84.754,2.982,64.326,18.64,,,,,,,,,,,,,11.899
121.0,28.389,18.05,57.135,55.249,,,,,,,,,,,,,5.267
122.0,53.463,21.558,49.19,14.745,,,,,,,,,,,,,9.085
123.0,15.267,13.105,85.775,27.774,,,,,,,,,,,,,10.322
124.0,26.864,83.117,70.747,69.336,,,,,,,,,,,,,9.078
125.0,79.965,43.647,18.326,29.707,,,,,,,,,,,,,10.015
126.0,70.734,45.666,55.523,72.548,,,,,,,,,,,,,29.439
127.0,3.743,4.856,27.223,43.287,,,,,,,,,,,,,4.205
128.0,1.61,74.466,40.408,40.033,,,,,,,,,,,,,0.874
129.0,53.208,16.557,57.411,69.357,,,,,,,,,,,,,27.497
130.0,61.357,46.849,54.133,72.46,,,,,,,,,,,,,21.618
131.0,33.087,59.376,73.875,25.27,,,,,,,,,,,,,1.286
132.0,77.58,24.417,37.831,86.146,,,,,,,,,,,,,8.919
133.0,3.947,84.627,43.48,43.934,,,,,,,,,,,,,1.184
134.0,82.483,60.088,37.952,40.148,,,,,,,,,,,,,3.45
135.0,13.236,70.53,69.365,35.663,,,,,,,,,,,,,10.711
136.0,51.135,87.256,17.816,10.518,,,,,,,,,,,,,9.035
137.0,33.952,52.747,50.185,19.093,,,,,,,,,,,,,7.192
138.0,51.298,50.101,86.526,16.728,,,,,,,,,,,,,10.744
139.0,9.233,79.908,3.991,78.608,,,,,,,,,,,,,11.822
140.0,44.673,20.401,49.172,58.231,,,,,,,,,,,,,9.629
141.0,32.449,35.916,79.507,12.267,,,,,,,,,,,,,10.081
142.0,18.235,53.97,65.499,27.486,,,,,,,,,,,,,10.365
143.0,62.826,69.278,42.782,83.604,,,,,,,,,,,,,10.62
144.0,18.428,4.916,24.075,29.88,,,,,,,,,,,,,10.98
145.0,32.865,24.381,25.299,43.566,,,,,,,,,,,,,10.488
146.0,61.403,66.3,7.744,59.61,,,,,,,,,,,,,10.012
147.0,59.352,67.339,46.414,9.15,,,,,,,,,,,,,10.474
148.0,78.293,46.303,81.266,14.61,,,,,,,,,,,,,10.53
149.0,55.145,58.895,13.122,29.767,,,,,,,,,,,,,10.505
150.0,56.558,9.545,6.971,76.278,,,,,,,,,,,,,11.517
151.0,77.084,37.044,49.244,24.366,,,,,,,,,,,,,9.625
152.0,11.911,81.087,52.94,12.588,,,,,,,,,,,,,11.195
153.0,62.972,85.071,69.287,21.125,,,,,,,,,,,,,34.742
154.0,51.087,2.64,2.007,87.115,,,,,,,,,,,,,4.229
155.0,35.549,36.343,53.915,13.079,,,,,,,,,,,,,1.1
156.0,83.973,37.162,67.908,66.045,,,,,,,,,,,,,0.938
157.0,20.734,50.893,33.015,84.673,,,,,,,,,,,,,10.19
158.0,80.826,53.142,6.662,29.728,,,,,,,,,,,,,10.479
159.0,24.885,10.087,71.377,41.86,,,,,,,,,,,,,10.76
160.0,20.887,45.874,74.258,64.14,,,,,,,,,,,,,14.261
161.0,27.772,18.895,14.879,53.14,,,,,,,,,,,,,6.372
162.0,8.734,14.049,17.571,58.602,,,,,,,,,,,,,10.79
163.0,15.333,45.362,51.917,8.91,,,,,,,,,,,,,14.197
164.0,16.972,35.505,18.295,37.0,,,,,,,,,,,,,6.253
165.0,75.625,71.965,60.773,20.672,,,,,,,,,,,,,10.558
166.0,21.235,29.937,46.617,79.19,,,,,,,,,,,,,10.431
167.0,78.332,22.218,72.354,18.846,,,,,,,,,,,,,10.159
168.0,4.977,66.38,44.848,49.539,,,,,,,,,,,,,11.88
169.0,75.839,11.3,9.028,26.023,,,,,,,,,,,,,9.206
170.0,39.696,7.987,40.213,35.824,,,,,,,,,,,,,15.406
171.0,37.393,49.396,82.082,81.071,,,,,,,,,,,,,5.484
172.0,28.169,24.349,86.109,22.1,,,,,,,,,,,,,10.49
173.0,50.024,35.196,41.083,16.858,,,,,,,,,,,,,10.602
174.0,63.924,5.591,28.545,48.756,,,,,,,,,,,,,10.171
175.0,86.387,88.194,32.22,73.685,,,,,,,,,,,,,10.596
176.0,59.499,23.215,5.631,58.515,,,,,,,,,,,,,10.639
177.0,64.677,54.509,34.825,72.777,,,,,,,,,,,,,10.054
178.0,55.824,17.946,23.884,50.118,,,,,,,,,,,,,10.52
179.0,53.18,44.295,50.349,32.862,,,,,,,,,,,,,10.621
180.0,46.533,24.034,8.475,44.241,,,,,,,,,,,,,14.464
181.0,27.595,7.156,61.419,74.47,,,,,,,,,,,,,6.476
182.0,32.97,54.981,27.336,84.755,,,,,,,,,,,,,10.445
183.0,31.23,86.831,17.139,72.458,,,,,,,,,,,,,10.39
184.0,46.674,11.039,61.117,62.087,,,,,,,,,,,,,10.706
185.0,8.764,37.77,49.669,11.361,,,,,,,,,,,,,10.168
186.0,54.368,43.291,43.731,26.74,,,,,,,,,,,,,10.372
187.0,5.624,24.037,78.038,17.068,,,,,,,,,,,,,10.7
188.0,67.796,40.607,60.44,48.156,,,,,,,,,,,,,10.366
189.0,39.301,82.649,70.264,64.613,,,,,,,,,,,,,10.503
190.0,23.341,70.048,66.625,5.437,,,,,,,,,,,,,15.626
191.0,22.367,29.419,76.554,51.764,,,,,,,,,,,,,5.091
192.0,57.907,13.845,1.811,50.588,,,,,,,,,,,,,10.507
193.0,5.856,14.189,21.623,84.647,,,,,,,,,,,,,10.456
194.0,66.776,48.665,12.833,85.954,,,,,,,,,,,,,10.747
195.0,68.059,52.673,67.395,37.49,,,,,,,,,,,,,10.048
196.0,22.699,81.984,18.727,47.595,,,,,,,,,,,,,10.718
197.0,78.541,56.768,61.539,24.713,,,,,,,,,,,,,10.264
198.0,40.114,11.392,28.072,57.725,,,,,,,,,,,,,10.757
199.0,5.551,65.064,46.172,25.715,,,,,,,,,,,,,10.24
200.0,58.908,75.272,25.555,72.382,,,,,,,,,,,,,10.248
201.0,77.438,69.915,38.099,81.124,,,,,,,,,,,,,10.688
202.0,64.701,30.377,74.624,13.685,,,,,,,,,,,,,10.383
203.0,30.004,56.677,19.39,49.287,,,,,,,,,,,,,10.344
204.0,59.837,32.462,52.393,47.806,,,,,,,,,,,,,10.49
205.0,62.044,70.982,72.328,33.043,,,,,,,,,,,,,10.328
206.0,2.217,8.907,10.036,51.677,,,,,,,,,,,,,10.482
207.0,83.377,55.842,86.755,55.637,,,,,,,,,,,,,10.505
208.0,70.083,81.373,28.509,43.384,,,,,,,,,,,,,10.6
209.0,4.803,31.765,17.744,18.051,,,,,,,,,,,,,10.867
210.0,86.557,58.092,13.677,84.472,,,,,,,,,,,,,10.027
211.0,72.055,39.533,40.387,25.264,,,,,,,,,,,,,10.993
212.0,15.26,22.41,60.502,73.442,,,,,,,,,,,,,11.773
213.0,14.044,84.768,62.959,70.753,,,,,,,,,,,,,8.44
214.0,57.827,22.543,53.201,71.099,,,,,,,,,,,,,10.504
215.0,25.324,47.499,88.969,77.262,,,,,,,,,,,,,10.498
216.0,79.043,34.525,23.232,57.815,,,,,,,,,,,,,10.237
217.0,41.559,66.561,89.135,38.029,,,,,,,,,,,,,35.8
218.0,87.985,58.987,87.457,30.37,,,,,,,,,,,,,4.116
219.0,87.634,81.053,29.573,82.192,,,,,,,,,,,,,1.209
220.0,67.496,48.989,41.495,86.986,,,,,,,,,,,,,0.89
221.0,15.302,58.314,32.325,70.303,,,,,,,,,,,,,10.252
222.0,78.484,27.923,80.05,22.829,,,,,,,,,,,,,10.458
223.0,7.103,66.331,6.669,78.642,,,,,,,,,,,,,10.509
224.0,19.415,73.214,66.25,5.357,,,,,,,,,,,,,10.578
225.0,54.687,27.799,85.618,55.025,,,,,,,,,,,,,10.146
226.0,6.998,51.837,88.279,30.618,,,,,,,,,,,,,10.8
227.0,30.401,41.798,32.776,6.819,,,,,,,,,,,,,10.226
228.0,84.558,60.676,23.884,10.788,,,,,,,,,,,,,10.732
229.0,34.09,36.829,29.102,77.887,,,,,,,,,,,,,10.231
230.0,47.047,27.821,83.759,64.529,,,,,,,,,,,,,10.509
231.0,11.543,89.994,39.129,73.985,,,,,,,,,,,,,10.495
232.0,50.021,84.927,81.165,62.714,,,,,,,,,,,,,10.248
233.0,5.273,62.75,22.247,74.371,,,,,,,,,,,,,10.708
234.0,38.873,63.301,10.812,46.345,,,,,,,,,,,,,10.265
235.0,88.958,80.306,20.462,78.736,,,,,,,,,,,,,10.61
236.0,17.812,29.122,82.091,54.979,,,,,,,,,,,,,10.762
237.0,20.447,38.972,24.363,22.382,,,,,,,,,,,,,10.11
238.0,44.284,31.74,1.847,20.746,,,,,,,,,,,,,10.766
239.0,31.611,59.91,62.736,69.476,,,,,,,,,,,,,9.965
240.0,47.057,22.5,21.639,14.754,,,,,,,,,,,,,10.491
241.0,51.074,87.738,56.545,9.839,,,,,,,,,,,,,17.415
242.0,76.765,10.643,9.502,89.324,,,,,,,,,,,,,4.234
243.0,29.071,46.058,3.282,24.609,,,,,,,,,,,,,9.913
244.0,15.125,48.877,78.061,39.854,,,,,,,,,,,,,12.89
245.0,5.261,25.15,35.561,85.103,,,,,,,,,,,,,8.09
246.0,52.363,82.623,39.998,46.011,,,,,,,,,,,,,10.994
247.0,86.195,72.338,2.653,59.607,,,,,,,,,,,,,10.47
248.0,17.603,89.683,64.81,31.453,,,,,,,,,,,,,11.632
249.0,26.125,66.818,57.917,23.88,,,,,,,,,,,,,8.645
250.0,26.834,76.626,4.195,61.752,,,,,,,,,,,,,10.8
251.0,78.017,51.183,18.254,32.411,,,,,,,,,,,,,9.949
252.0,45.377,22.96,66.487,67.696,,,,,,,,,,,,,10.487
253.0,19.109,3.442,27.182,46.478,,,,,,,,,,,,,10.97
254.0,54.424,73.72,56.985,67.939,,,,,,,,,,,,,9.72
255.0,41.394,60.918,67.495,46.503,,,,,,,,,,,,,10.76
256.0,22.878,7.719,57.258,59.187,,,,,,,,,,,,,10.241
257.0,42.277,41.278,58.247,81.692,,,,,,,,,,,,,10.764
258.0,35.478,54.92,41.926,57.673,,,,,,,,,,,,,10.302
259.0,23.898,63.555,16.228,10.102,,,,,,,,,,,,,10.892
260.0,9.859,47.437,57.395,79.877,,,,,,,,,,,,,10.1
261.0,75.892,50.683,14.942,13.615,,,,,,,,,,,,,10.17
262.0,89.83,8.675,45.013,34.201,,,,,,,,,,,,,10.491
263.0,49.666,63.133,60.861,18.825,,,,,,,,,,,,,10.602
264.0,74.311,59.19,46.732,4.923,,,,,,,,,,,,,11.015
265.0,30.865,38.457,37.198,18.776,,,,,,,,,,,,,9.605
266.0,62.277,45.082,11.673,6.383,,,,,,,,,,,,,10.812
267.0,71.301,3.25,8.059,83.117,,,,,,,,,,,,,10.567
268.0,24.299,18.965,58.41,6.033,,,,,,,,,,,,,11.024
269.0,57.46,7.023,66.303,48.011,,,,,,,,,,,,,9.523
270.0,19.303,77.141,38.887,12.085,,,,,,,,,,,,,16.638
271.0,16.065,73.808,48.28,48.06,,,,,,,,,,,,,4.48
272.0,86.144,89.232,88.897,70.001,,,,,,,,,,,,,41.333
273.0,71.378,24.626,2.003,43.131,,,,,,,,,,,,,4.557
274.0,40.268,33.723,35.881,46.079,,,,,,,,,,,,,1.292
275.0,8.1,58.891,48.604,75.234,,,,,,,,,,,,,0.934
276.0,74.931,30.769,26.735,35.945,,,,,,,,,,,,,3.71
277.0,18.418,2.882,38.962,84.502,,,,,,,,,,,,,10.605
278.0,46.34,50.361,19.676,61.246,,,,,,,,,,,,,10.23
279.0,52.907,62.949,54.854,60.52,,,,,,,,,,,,,10.474
280.0,52.812,3.043,11.826,65.809,,,,,,,,,,,,,10.525
281.0,74.929,19.429,89.631,40.62,,,,,,,,,,,,,10.427
282.0,70.983,70.977,34.531,50.675,,,,,,,,,,,,,10.521
283.0,5.51,8.729,75.797,9.719,,,,,,,,,,,,,10.836
284.0,57.734,1.759,43.829,70.889,,,,,,,,,,,,,10.211
285.0,45.728,25.402,82.062,64.27,,,,,,,,,,,,,10.644
286.0,23.484,87.078,47.012,28.207,,,,,,,,,,,,,10.809
287.0,6.802,14.624,65.834,44.817,,,,,,,,,,,,,10.0
288.0,26.034,88.577,63.168,3.912,,,,,,,,,,,,,10.491
289.0,11.38,85.691,40.958,60.234,,,,,,,,,,,,,9.999
290.0,44.019,50.39,18.923,68.916,,,,,,,,,,,,,15.102
291.0,74.497,54.407,78.733,24.98,,,,,,,,,,,,,6.66
292.0,46.017,70.418,75.677,39.652,,,,,,,,,,,,,10.0
293.0,63.086,43.104,31.109,82.227,,,,,,,,,,,,,10.48
294.0,18.962,2.23,66.431,81.168,,,,,,,,,,,,,10.188
295.0,12.957,11.206,2.6,54.366,,,,,,,,,,,,,10.358
296.0,19.862,65.171,27.084,28.657,,,,,,,,,,,,,11.49
297.0,3.25,43.533,7.122,19.59,,,,,,,,,,,,,9.449
298.0,29.423,68.496,80.159,24.753,,,,,,,,,,,,,10.496
299.0,49.821,19.792,21.261,46.164,,,,,,,,,,,,,10.526
300.0,82.536,41.161,67.368,24.495,,,,,,,,,,,,,14.66
301.0,7.256,17.233,42.833,24.002,,,,,,,,,,,,,6.037
302.0,26.953,15.666,80.756,41.217,,,,,,,,,,,,,12.008
303.0,73.22,56.235,38.031,86.036,,,,,,,,,,,,,10.55
304.0,20.655,67.418,46.868,41.096,,,,,,,,,,,,,8.983
305.0,55.549,10.363,11.826,33.595,,,,,,,,,,,,,10.463
306.0,86.043,45.394,8.947,69.166,,,,,,,,,,,,,10.367
307.0,21.296,7.209,44.524,24.233,,,,,,,,,,,,,10.386
308.0,88.194,51.937,7.31,54.168,,,,,,,,,,,,,11.097
309.0,54.171,61.025,49.645,72.257,,,,,,,,,,,,,10.13
310.0,66.679,40.435,32.882,75.343,,,,,,,,,,,,,12.677
311.0,40.145,37.107,26.27,18.102,,,,,,,,,,,,,8.125
312.0,10.149,34.247,67.787,65.837,,,,,,,,,,,,,14.101
313.0,55.32,64.512,2.474,21.269,,,,,,,,,,,,,6.831
314.0,37.437,10.472,26.23,34.517,,,,,,,,,,,,,10.227
315.0,31.506,50.372,58.112,13.167,,,,,,,,,,,,,10.509
316.0,47.758,76.003,11.705,10.275,,,,,,,,,,,,,10.624
317.0,86.355,25.944,39.355,61.246,,,,,,,,,,,,,10.142
318.0,65.883,6.1,56.654,79.849,,,,,,,,,,,,,10.546
319.0,57.172,78.34,81.847,56.051,,,,,,,,,,,,,10.547
320.0,65.278,49.367,66.756,57.762,,,,,,,,,,,,,10.375
321.0,38.301,85.485,52.976,51.243,,,,,,,,,,,,,20.894
322.0,38.088,37.837,89.643,19.323,,,,,,,,,,,,,4.077
323.0,2.748,63.141,8.15,39.873,,,,,,,,,,,,,6.241
324.0,80.778,10.284,11.674,68.08,,,,,,,,,,,,,10.763
325.0,31.766,77.799,74.298,27.714,,,,,,,,,,,,,10.237
326.0,10.857,53.915,66.772,79.796,,,,,,,,,,,,,40.744
327.0,36.9,72.481,24.155,12.745,,,,,,,,,,,,,4.238
328.0,54.276,35.299,85.027,68.158,,,,,,,,,,,,,1.325
329.0,79.207,81.92,88.278,35.451,,,,,,,,,,,,,0.878
330.0,66.814,44.223,74.146,57.822,,,,,,,,,,,,,4.862
331.0,22.537,65.044,72.773,57.628,,,,,,,,,,,,,10.422
332.0,51.634,55.796,25.647,12.279,,,,,,,,,,,,,10.489
333.0,67.974,13.591,3.52,50.28,,,,,,,,,,,,,10.551
334.0,76.268,79.495,77.044,15.604,,,,,,,,,,,,,10.465
335.0,50.859,43.242,74.639,5.431,,,,,,,,,,,,,10.316
336.0,76.686,89.711,44.768,78.638,,,,,,,,,,,,,10.923
337.0,42.027,75.553,77.535,86.954,,,,,,,,,,,,,14.799
338.0,43.68,16.557,7.728,61.628,,,,,,,,,,,,,5.657
339.0,33.307,44.332,20.688,25.227,,,,,,,,,,,,,10.528
340.0,66.725,14.348,21.794,72.429,,,,,,,,,,,,,11.202
341.0,67.811,57.212,49.899,78.471,,,,,,,,,,,,,11.56
342.0,27.518,21.715,32.188,45.67,,,,,,,,,,,,,8.506
343.0,64.771,12.943,31.974,17.55,,,,,,,,,,,,,10.432
344.0,11.158,14.538,31.647,3.101,,,,,,,,,,,,,13.005
345.0,14.588,44.884,82.555,56.879,,,,,,,,,,,,,8.008
346.0,39.296,28.33,51.934,5.702,,,,,,,,,,,,,12.28
347.0,68.887,58.519,89.246,30.841,,,,,,,,,,,,,8.71
348.0,20.322,44.279,53.655,50.372,,,,,,,,,,,,,10.486
349.0,5.327,19.721,67.465,5.899,,,,,,,,,,,,,10.186
350.0,41.334,19.104,13.761,50.06,,,,,,,,,,,,,12.265
351.0,55.896,66.736,66.824,10.735,,,,,,,,,,,,,11.244
352.0,6.213,27.33,73.989,57.99,,,,,,,,,,,,,8.419
353.0,36.25,57.571,50.314,77.575,,,,,,,,,,,,,10.278
354.0,11.276,41.777,79.534,46.976,,,,,,,,,,,,,11.139
355.0,87.716,60.009,86.641,68.115,,,,,,,,,,,,,9.74
356.0,69.017,46.93,60.708,42.558,,,,,,,,,,,,,10.375
357.0,69.054,66.821,35.179,13.49,,,,,,,,,,,,,10.439
358.0,62.259,35.603,60.207,82.768,,,,,,,,,,,,,10.464
359.0,49.95,43.89,52.597,6.774,,,,,,,,,,,,,12.477
360.0,40.692,10.125,20.612,23.19,,,,,,,,,,,,,11.025
361.0,80.709,13.448,87.995,33.35,,,,,,,,,,,,,8.542
362.0,76.649,2.791,23.374,44.054,,,,,,,,,,,,,12.152
363.0,18.698,14.295,9.438,9.147,,,,,,,,,,,,,8.824
364.0,27.551,3.716,14.852,36.492,,,,,,,,,,,,,10.447
365.0,37.902,34.488,62.597,44.939,,,,,,,,,,,,,9.687
366.0,63.115,11.151,85.51,5.013,,,,,,,,,,,,,10.58
367.0,76.135,85.599,64.737,67.642,,,,,,,,,,,,,10.323
368.0,53.972,16.607,19.824,30.476,,,,,,,,,,,,,10.375
369.0,40.876,70.111,25.074,40.572,,,,,,,,,,,,,10.448
370.0,13.724,64.613,4.422,54.445,,,,,,,,,,,,,10.674
371.0,52.5,72.739,38.008,81.635,,,,,,,,,,,,,14.651
372.0,43.909,49.971,28.509,74.351,,,,,,,,,,,,,5.825
373.0,21.708,23.982,22.059,11.891,,,,,,,,,,,,,10.847
374.0,41.122,35.352,81.013,13.721,,,,,,,,,,,,,10.537
375.0,17.396,18.988,56.747,60.636,,,,,,,,,,,,,10.478
376.0,36.562,78.296,7.079,28.229,,,,,,,,,,,,,10.371
377.0,16.606,13.373,82.551,88.825,,,,,,,,,,,,,10.224
378.0,25.209,24.111,85.479,27.671,,,,,,,,,,,,,10.439
379.0,6.783,12.126,61.379,45.193,,,,,,,,,,,,,11.901
380.0,25.534,87.956,34.391,14.923,,,,,,,,,,,,,9.755
381.0,70.853,86.586,16.865,84.012,,,,,,,,,,,,,9.932
382.0,32.546,79.155,46.695,35.469,,,,,,,,,,,,,10.301
383.0,55.275,80.599,83.787,21.97,,,,,,,,,,,,,41.724
384.0,17.552,80.155,58.897,80.205,,,,,,,,,,,,,4.304
